Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Ship_Delay_Days,Profit_Margin,Month
CA-2011-139892,8/9/2011,12/9/2011,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3,0.2,8.9985,122,6.25,2011-08
CA-2011-118962,5/8/2011,9/8/2011,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",20.94,3,0,9.8418,123,47,2011-05
CA-2011-118962,5/8/2011,9/8/2011,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,110.96,2,0,53.2608,123,48,2011-05
CA-2011-118962,5/8/2011,9/8/2011,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,7,0.2,21.259,123,6.25,2011-05
CA-2011-166191,5/12/2011,9/12/2011,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,2,0.2,1.8612,123,7.5,2011-05
CA-2011-166191,5/12/2011,9/12/2011,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395,123,18.75,2011-05
CA-2011-133690,3/8/2011,5/8/2011,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.875,61,-74,2011-03
CA-2011-133690,3/8/2011,5/8/2011,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.2925,61,11.25,2011-03
CA-2014-126382,4/6/2014,8/6/2014,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Franklin,Tennessee,37064,South,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7,0.2,9.6712,122,27.5,2014-04
CA-2014-135860,2/12/2014,8/12/2014,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,4,0,5.8744,181,7,2014-02
CA-2014-135860,2/12/2014,8/12/2014,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,2,0,35.6346,181,27,2014-02
CA-2014-135860,2/12/2014,8/12/2014,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,4,0,7.4824,181,47,2014-02
CA-2014-135860,2/12/2014,8/12/2014,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52.29,9,0,16.2099,181,31,2014-02
CA-2014-135860,2/12/2014,8/12/2014,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,1,0,3.6796,181,4,2014-02
CA-2012-146262,2/1/2012,9/1/2012,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,23.68,2,0.2,8.88,213,37.5,2012-02
CA-2012-146262,2/1/2012,9/1/2012,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.323,213,-54,2012-02
CA-2012-146262,2/1/2012,9/1/2012,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,62.982,3,0.4,-14.6958,213,-23.33333333,2012-02
CA-2012-146262,2/1/2012,9/1/2012,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188,9,0.7,-950.4,213,-80,2012-02
CA-2012-146262,2/1/2012,9/1/2012,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2,0.2,4.4792,213,5,2012-02
CA-2013-157749,5/6/2013,10/6/2013,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,25.92,5,0.2,9.396,153,36.25,2013-05
CA-2013-157749,5/6/2013,10/6/2013,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,-356.728,153,-85,2013-05
CA-2013-157749,5/6/2013,10/6/2013,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10004351,Furniture,Furnishings,Staples,11.688,3,0.6,-4.6752,153,-40,2013-05
CA-2013-157749,5/6/2013,10/6/2013,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,31.984,2,0.2,11.1944,153,35,2013-05
CA-2013-157749,5/6/2013,10/6/2013,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,177.225,5,0.5,-120.513,153,-68,2013-05
CA-2013-157749,5/6/2013,10/6/2013,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044,3,0.6,-2.8308,153,-70,2013-05
CA-2013-157749,5/6/2013,10/6/2013,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038,153,16.25,2013-05
CA-2011-131926,1/6/2011,6/6/2011,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2001.86,7,0,580.539,151,28.99998002,2011-01
CA-2011-131926,1/6/2011,6/6/2011,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2,0,41.68,151,25,2011-01
CA-2011-131926,1/6/2011,6/6/2011,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,6,0,23.94,151,50,2011-01
CA-2011-131926,1/6/2011,6/6/2011,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,5,0,496.073,151,33.00003326,2011-01
CA-2011-131926,1/6/2011,6/6/2011,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,25.92,4,0,12.4416,151,48,2011-01
CA-2014-163139,2/12/2014,4/12/2014,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20.37,3,0,6.9258,59,34,2014-02
CA-2014-163139,2/12/2014,4/12/2014,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,221.55,3,0,6.6465,59,3,2014-02
CA-2014-163139,2/12/2014,4/12/2014,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,17.52,5,0.2,6.132,59,35,2014-02
CA-2012-130890,2/11/2012,6/11/2012,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top""",1038.84,5,0.2,51.942,121,5,2012-02
CA-2012-144253,4/5/2012,9/5/2012,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0,12.864,153,48,2012-04
CA-2011-111003,1/6/2011,6/6/2011,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0,20.9208,151,46,2011-01
CA-2011-111003,1/6/2011,6/6/2011,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,6,0,83.868,151,29,2011-01
CA-2011-164973,4/11/2011,9/11/2011,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,0.1,24.1568,153,17.77777778,2011-04
CA-2011-164973,4/11/2011,9/11/2011,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0,1995.99,153,50,2011-04
CA-2011-164973,4/11/2011,9/11/2011,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,275.94,6,0,80.0226,153,29,2011-04
CA-2011-164973,4/11/2011,9/11/2011,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360,4,0,129.6,153,36,2011-04
CA-2011-164973,4/11/2011,9/11/2011,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0,13.071,153,30,2011-04
CA-2014-153339,4/11/2014,6/11/2014,Second Class,DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1,0.2,0.9995,61,6.25,2014-04
CA-2012-137946,1/9/2012,4/9/2012,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.752,1,0.2,1.6038,91,33.75,2012-01
CA-2012-137946,1/9/2012,4/9/2012,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.994,91,34.99995833,2012-01
CA-2012-137946,1/9/2012,4/9/2012,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,14.368,4,0.2,4.49,91,31.25,2012-01
CA-2013-129714,2/9/2013,4/9/2013,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,0,2.3086,59,34,2013-02
CA-2013-129714,2/9/2013,4/9/2013,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2,0,11.5432,59,47,2013-02
CA-2013-129714,2/9/2013,4/9/2013,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,0.2,1.0668,59,35,2013-02
CA-2013-129714,2/9/2013,4/9/2013,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,4,0,23.0864,59,47,2013-02
CA-2013-129714,2/9/2013,4/9/2013,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.17,4,0.2,1415.43,59,32.49999426,2013-02
CA-2014-155698,9/3/2014,12/3/2014,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,0,168.438,91,25.99993826,2014-09
CA-2014-155698,9/3/2014,12/3/2014,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""""""",20.7,2,0,9.936,91,48,2014-09
CA-2012-122756,3/12/2012,7/12/2012,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34,4,0.7,-337.638,122,-70,2012-03
CA-2012-122756,3/12/2012,7/12/2012,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1,0.2,0.777,122,26.25,2012-03
US-2011-134971,7/6/2011,10/6/2011,Second Class,BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.462,3,0.8,-20.5623,92,-165,2011-07
CA-2014-102946,1/7/2014,6/7/2014,Standard Class,VP-21730,Victor Preis,Home Office,United States,Las Vegas,Nevada,89115,West,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792,3,0.2,25.5798,151,33.75,2014-01
CA-2013-108987,9/9/2013,11/9/2013,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,35.952,3,0.2,3.5952,61,10,2013-09
CA-2013-108987,9/9/2013,11/9/2013,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.27,4,0.32,-317.153,61,-13.23527816,2013-09
CA-2013-108987,9/9/2013,11/9/2013,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System""",131.136,4,0.2,-32.784,61,-25,2013-09
CA-2013-108987,9/9/2013,11/9/2013,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.584,2,0.2,0.7198,61,1.25,2013-09
CA-2014-142636,4/11/2014,8/11/2014,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,139.86,7,0,65.7342,122,47,2014-04
CA-2014-142636,4/11/2014,8/11/2014,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.136,4,0.2,26.8744,122,8.75,2014-04
